,drugname1,drugname2,cell_line,synergy,fold
452,GEMCITABINE,SUNITINIB,A2058,-2.4779876431,2
453,LAPATINIB,ERLOTINIB,A2058,-1.7745489064,3
454,LAPATINIB,MK-5108,A2058,-0.5941800601,2
455,LAPATINIB,OXALIPLATIN,A2058,-0.9222425961,6
456,METFORMIN,BORTEZOMIB,A2058,-20.4669230884,5
457,METHOTREXATE,ABT-888,A2058,-20.9261154411,4
458,METHOTREXATE,AZD1775,A2058,-15.7931996972,8
459,METHOTREXATE,BEZ-235,A2058,-38.0121296961,5
460,METHOTREXATE,BORTEZOMIB,A2058,-28.0330924798,0
461,METHOTREXATE,DASATINIB,A2058,-9.8923728634,6
462,METHOTREXATE,DINACICLIB,A2058,-13.7468173916,6
463,METHOTREXATE,ERLOTINIB,A2058,-7.975537017000001,6
464,METHOTREXATE,GELDANAMYCIN,A2058,-44.185155928,8
465,METHOTREXATE,L778123,A2058,-13.8477118071,4
466,METHOTREXATE,LAPATINIB,A2058,-15.231828394,4
467,METHOTREXATE,MK-2206,A2058,-11.8900874783,6
468,METHOTREXATE,MK-4827,A2058,-25.7708309529,8
469,METHOTREXATE,MK-5108,A2058,-22.6451305694,0
470,METHOTREXATE,MK-8669,A2058,-21.6690657253,4
471,METHOTREXATE,MK-8776,A2058,-10.8245937728,8
472,METHOTREXATE,PD325901,A2058,-19.3802787068,9
473,METHOTREXATE,SORAFENIB,A2058,-10.3285896176,2
474,METHOTREXATE,SUNITINIB,A2058,-14.3565107625,5
475,METHOTREXATE,TEMOZOLOMIDE,A2058,-41.2273250342,1
476,METHOTREXATE,ZOLINZA,A2058,-33.7833756444,8
477,MITOMYCINE,ERLOTINIB,A2058,-78.5288674034,9
478,MITOMYCINE,L778123,A2058,-11.5244416217,8
479,MITOMYCINE,MK-8669,A2058,-8.001586225399999,5
480,MITOMYCINE,SORAFENIB,A2058,-69.3542550448,5
481,MITOMYCINE,SUNITINIB,A2058,-0.3326976913,6
482,MK-2206,BORTEZOMIB,A2058,-0.3858569755,5
483,MK-2206,OXALIPLATIN,A2058,-9.9869709824,9
484,MK-4541,DEXAMETHASONE,A2058,-17.567998263,3
485,MK-4541,GELDANAMYCIN,A2058,-1.7506435880000002,1
486,MK-4541,METHOTREXATE,A2058,-20.84096181,4
487,MK-4541,OXALIPLATIN,A2058,-2.4253938611000003,7
488,MK-4541,PACLITAXEL,A2058,-11.7857606838,0
489,MK-4541,VINORELBINE,A2058,-18.8844755006,3
490,MK-4541,ZOLINZA,A2058,-3.0044059812,4
491,MK-4827,ABT-888,A2058,-21.7095850302,9
492,MK-4827,DINACICLIB,A2058,-3.3243916759,0
493,MK-4827,SORAFENIB,A2058,-11.7275598816,9
494,MK-4827,TOPOTECAN,A2058,-1.5630949819,0
495,MK-5108,BORTEZOMIB,A2058,-4.6284858456,8
496,MK-5108,DINACICLIB,A2058,-8.508984463400001,4
497,MK-5108,ERLOTINIB,A2058,-5.2838859363,3
498,MK-5108,GELDANAMYCIN,A2058,-11.074795953,2
499,MK-5108,MK-8776,A2058,-4.972035404200001,6
500,MK-5108,OXALIPLATIN,A2058,-16.7996063909,4
501,MK-5108,PD325901,A2058,-8.2137415585,2
502,MK-5108,SN-38,A2058,-7.887824655499999,2
503,MK-5108,SORAFENIB,A2058,-9.5095105454,3
504,MK-8669,TOPOTECAN,A2058,-12.6679177751,3
505,MRK-003,CYCLOPHOSPHAMIDE,A2058,-3.5525384004,4
506,MRK-003,DEXAMETHASONE,A2058,-5.967280376900001,9
507,MRK-003,DINACICLIB,A2058,-6.5322066770000005,8
508,MRK-003,DOXORUBICIN,A2058,-1.0487267279,9
509,MRK-003,ETOPOSIDE,A2058,-0.7424632413,4
510,MRK-003,METHOTREXATE,A2058,-11.7868908276,8
511,MRK-003,MITOMYCINE,A2058,-1.7836315572,8
512,MRK-003,MK-5108,A2058,-4.0428638149000005,9
513,MRK-003,ZOLINZA,A2058,-0.5870804648,0
514,OXALIPLATIN,DINACICLIB,A2058,-3.4584634916000003,1
515,OXALIPLATIN,SORAFENIB,A2058,-9.4410016327,4
516,PACLITAXEL,ABT-888,A2058,-4.8109448763,8
517,PACLITAXEL,AZD1775,A2058,-10.3053137618,5
518,PACLITAXEL,BEZ-235,A2058,-5.0073360703,6
519,PACLITAXEL,BORTEZOMIB,A2058,-19.1243988813,1
520,PACLITAXEL,DINACICLIB,A2058,-18.6919712375,6
521,PACLITAXEL,ERLOTINIB,A2058,-12.6293309857,0
522,PACLITAXEL,GELDANAMYCIN,A2058,-28.9888961542,8
523,PACLITAXEL,LAPATINIB,A2058,-5.178457846000001,5
524,PACLITAXEL,MK-4827,A2058,-16.6677417803,7
525,PACLITAXEL,SORAFENIB,A2058,-11.1855334473,7
526,PACLITAXEL,SUNITINIB,A2058,-3.3366904546,5
527,PACLITAXEL,TEMOZOLOMIDE,A2058,-12.6297106828,9
528,PACLITAXEL,ZOLINZA,A2058,-27.821045865,3
529,PD325901,DINACICLIB,A2058,-1.4847763919,0
530,PD325901,GELDANAMYCIN,A2058,-15.6431804737,2
531,PD325901,SN-38,A2058,-6.3721332337,8
532,SN-38,DINACICLIB,A2058,-10.0556212342,5
533,SN-38,SORAFENIB,A2058,-6.3480466167,4
534,SORAFENIB,DINACICLIB,A2058,-3.5451958169,2
535,SUNITINIB,AZD1775,A2058,-3.4218589134,1
536,SUNITINIB,BORTEZOMIB,A2058,-3.7892011905,4
537,SUNITINIB,MK-4827,A2058,-4.3871786723,2
538,SUNITINIB,MK-5108,A2058,-6.0717543509,1
539,SUNITINIB,OXALIPLATIN,A2058,-4.4276084266,0
540,SUNITINIB,SN-38,A2058,-5.5737187652,8
541,SUNITINIB,SORAFENIB,A2058,-4.8611102782,2
542,SUNITINIB,TOPOTECAN,A2058,-7.8780762106,7
543,TEMOZOLOMIDE,MK-5108,A2058,-7.440084409600001,6
544,TEMOZOLOMIDE,OXALIPLATIN,A2058,-0.0747024853,9
545,TEMOZOLOMIDE,SORAFENIB,A2058,-1.0195736351,1
546,TOPOTECAN,DINACICLIB,A2058,-8.4724776932,6
547,TOPOTECAN,SORAFENIB,A2058,-1.5648727828,6
548,VINBLASTINE,ABT-888,A2058,-6.2603058717,9
549,VINBLASTINE,BORTEZOMIB,A2058,-10.5541916499,0
550,VINBLASTINE,DINACICLIB,A2058,-17.082453336700002,3
551,VINBLASTINE,GELDANAMYCIN,A2058,-12.8722948675,6
552,VINBLASTINE,MK-4827,A2058,-13.3879235048,0
553,VINBLASTINE,TEMOZOLOMIDE,A2058,-30.2606186521,3
554,VINBLASTINE,ZOLINZA,A2058,-21.5181259962,1
555,VINORELBINE,ABT-888,A2058,-14.7294813578,3
556,VINORELBINE,AZD1775,A2058,-15.9386190969,3
557,VINORELBINE,BORTEZOMIB,A2058,-29.6509663979,0
558,VINORELBINE,DINACICLIB,A2058,-16.042961102899998,1
559,VINORELBINE,ERLOTINIB,A2058,-13.1899854247,7
560,VINORELBINE,GELDANAMYCIN,A2058,-8.5660325546,4
561,VINORELBINE,LAPATINIB,A2058,-16.5078359163,5
562,VINORELBINE,MK-2206,A2058,-7.3035783725,3
563,VINORELBINE,MK-4827,A2058,-47.2345605414,2
564,VINORELBINE,MK-5108,A2058,-37.9121796494,7
565,VINORELBINE,MK-8669,A2058,-3.3959567475,8
566,VINORELBINE,MK-8776,A2058,-8.0605287717,8
567,VINORELBINE,PD325901,A2058,-27.2269414331,7
568,VINORELBINE,SORAFENIB,A2058,-11.6225289101,7
569,VINORELBINE,SUNITINIB,A2058,-13.1617410674,5
570,VINORELBINE,TEMOZOLOMIDE,A2058,-29.2217929981,1
571,VINORELBINE,ZOLINZA,A2058,-40.1043144117,9
572,ZOLINZA,AZD1775,A2058,-5.765572483,1
573,ZOLINZA,DINACICLIB,A2058,-41.292605270500005,7
574,ZOLINZA,GELDANAMYCIN,A2058,-6.8355048076,3
575,ZOLINZA,GEMCITABINE,A2058,-9.4464626698,6
576,ZOLINZA,LAPATINIB,A2058,-11.5512565318,7
577,ZOLINZA,MK-5108,A2058,-16.9291559275,4
578,ZOLINZA,OXALIPLATIN,A2058,-7.533671841599999,7
579,ZOLINZA,PD325901,A2058,-3.8721528615,7
580,ZOLINZA,SN-38,A2058,-10.4587940993,3
581,ZOLINZA,SORAFENIB,A2058,-5.5826870091,7
582,ZOLINZA,SUNITINIB,A2058,-8.9660853516,1
583,5-FU,DASATINIB,A2780,50.6036602621,6
584,AZD1775,DASATINIB,A2780,63.3161055024,6
585,AZD1775,MK-8776,A2780,54.0791044037,0
586,CARBOPLATIN,DASATINIB,A2780,63.0464369032,8
587,DASATINIB,ABT-888,A2780,40.2848103218,8
588,DASATINIB,BEZ-235,A2780,70.1807905647,7
589,DASATINIB,GELDANAMYCIN,A2780,36.0692211875,5
590,DASATINIB,MK-8669,A2780,98.6765752458,5
591,DASATINIB,MK-8776,A2780,69.6948466231,6
592,DASATINIB,SN-38,A2780,74.3626091155,4
593,DASATINIB,TOPOTECAN,A2780,33.4467775684,4
594,DOXORUBICIN,DASATINIB,A2780,31.398699735900003,8
595,ERLOTINIB,BEZ-235,A2780,32.9904112971,7
596,ERLOTINIB,DASATINIB,A2780,55.7433202033,0
597,ERLOTINIB,MK-8669,A2780,36.239873435300005,4
598,ERLOTINIB,SN-38,A2780,36.9545920118,6
599,ETOPOSIDE,DASATINIB,A2780,66.56695223050001,3
600,ETOPOSIDE,PD325901,A2780,36.8438880902,1
601,L778123,DASATINIB,A2780,57.5360264924,8
602,L778123,MK-2206,A2780,35.525294017600004,3
603,L778123,MK-8669,A2780,38.8826061622,7
604,L778123,PD325901,A2780,32.4909284667,9
605,LAPATINIB,BEZ-235,A2780,33.6539189411,2
606,LAPATINIB,DASATINIB,A2780,71.4014339255,5
607,LAPATINIB,SN-38,A2780,42.9092964636,8
608,MITOMYCINE,DASATINIB,A2780,50.1582628436,5
609,MK-2206,ABT-888,A2780,41.667152965700005,7
610,MK-2206,BEZ-235,A2780,46.2801578087,6
611,MK-2206,DASATINIB,A2780,112.0310330519,9
612,MK-2206,ERLOTINIB,A2780,36.0529245744,2
613,MK-2206,GELDANAMYCIN,A2780,41.5748607197,3
614,MK-2206,MK-8669,A2780,38.2523560817,8
615,MK-2206,PD325901,A2780,81.99827512270001,5
616,MK-4541,BEZ-235,A2780,33.6374407014,5
617,MK-4541,DASATINIB,A2780,52.3687501061,3
618,MK-4541,ERLOTINIB,A2780,76.39988629140001,0
619,MK-4541,MK-8669,A2780,35.584604784,2
620,MK-4827,DASATINIB,A2780,65.13695998899999,4
621,MK-4827,PD325901,A2780,34.5835792665,4
622,MK-4827,SN-38,A2780,31.2360509748,9
623,MK-5108,DASATINIB,A2780,62.0505312883,9
624,MK-5108,MK-8669,A2780,49.6813561113,3
625,MK-8669,BEZ-235,A2780,72.0890746651,9
626,MK-8669,DINACICLIB,A2780,31.927940580300003,3
627,MK-8669,MK-8776,A2780,52.981830745,4
628,MRK-003,DASATINIB,A2780,60.443621881800006,1
629,MRK-003,MK-2206,A2780,31.0755612802,7
630,PACLITAXEL,DASATINIB,A2780,56.0619947091,1
631,PD325901,BEZ-235,A2780,55.255421255,9
632,PD325901,DASATINIB,A2780,120.2632418474,0
633,PD325901,MK-8669,A2780,54.5425506198,2
634,SUNITINIB,DASATINIB,A2780,40.0437062757,0
635,TEMOZOLOMIDE,ABT-888,A2780,54.4181609422,2
636,TEMOZOLOMIDE,DASATINIB,A2780,43.3653169528,0
637,TEMOZOLOMIDE,ERLOTINIB,A2780,30.8492229412,1
638,TEMOZOLOMIDE,MK-4827,A2780,71.4344366735,1
639,TEMOZOLOMIDE,MK-8669,A2780,38.2407194992,1
640,VINBLASTINE,DASATINIB,A2780,39.1853637813,2
641,VINORELBINE,DASATINIB,A2780,40.0834778775,7
642,ZOLINZA,MK-8669,A2780,41.2667415429,6
643,5-FU,ABT-888,A2780,7.778053060099999,3
644,5-FU,AZD1775,A2780,11.2772729471,3
645,5-FU,BEZ-235,A2780,3.9332239081,0
646,5-FU,ERLOTINIB,A2780,16.5693311017,7
647,5-FU,GELDANAMYCIN,A2780,0.9119639421,7
648,5-FU,L778123,A2780,8.7866069583,1
649,5-FU,LAPATINIB,A2780,8.0111248094,3
650,5-FU,MK-2206,A2780,18.6562125215,4
651,5-FU,MK-4827,A2780,9.9200924223,2
652,5-FU,MK-5108,A2780,9.2608129746,5
653,5-FU,MK-8669,A2780,16.2953130836,3
654,5-FU,MK-8776,A2780,9.9663216014,6
655,5-FU,PD325901,A2780,24.6101491603,3
656,5-FU,SORAFENIB,A2780,2.0773183622,4
657,5-FU,SUNITINIB,A2780,9.7009863748,0
658,ABT-888,BEZ-235,A2780,29.4397143108,7
659,ABT-888,DINACICLIB,A2780,5.3834429122000005,8
660,ABT-888,GELDANAMYCIN,A2780,11.0932315467,8
661,ABT-888,MK-8669,A2780,6.3782342163,8
662,ABT-888,MK-8776,A2780,8.0044216366,6
663,ABT-888,SN-38,A2780,27.4431625577,9
664,ABT-888,SORAFENIB,A2780,8.2581551475,3
665,ABT-888,TOPOTECAN,A2780,11.8621326468,7
666,AZD1775,ABT-888,A2780,8.6237493889,0
667,AZD1775,BEZ-235,A2780,19.5249911398,6
668,AZD1775,ERLOTINIB,A2780,3.1007864893,3
669,AZD1775,LAPATINIB,A2780,10.9396388412,8
670,AZD1775,MK-2206,A2780,21.0815985773,7
671,AZD1775,MK-4827,A2780,9.0742277486,9
672,AZD1775,MK-5108,A2780,3.7804810411,8
673,AZD1775,MK-8669,A2780,26.155764677,5
674,AZD1775,PD325901,A2780,28.3069989632,5
675,AZD1775,SN-38,A2780,0.6751167208,6
676,AZD1775,TOPOTECAN,A2780,4.6490619262,3
677,BEZ-235,DINACICLIB,A2780,12.1724165756,0
678,BEZ-235,MK-8776,A2780,29.5421713233,9
679,BEZ-235,SN-38,A2780,15.214558363800002,1
680,BEZ-235,SORAFENIB,A2780,1.7761949058000002,3
681,BORTEZOMIB,BEZ-235,A2780,4.1110283735,7
682,BORTEZOMIB,DASATINIB,A2780,27.3530278789,3
683,BORTEZOMIB,MK-8669,A2780,4.7905989467,8
684,CARBOPLATIN,ABT-888,A2780,14.4729809807,4
685,CARBOPLATIN,AZD1775,A2780,5.8641025621,4
686,CARBOPLATIN,BEZ-235,A2780,22.4066740424,6
687,CARBOPLATIN,ERLOTINIB,A2780,0.9208375232,9
688,CARBOPLATIN,GELDANAMYCIN,A2780,1.1382376766,2
689,CARBOPLATIN,L778123,A2780,0.2009944823999999,2
690,CARBOPLATIN,LAPATINIB,A2780,2.2590634263,5
691,CARBOPLATIN,MK-2206,A2780,11.7119912251,2
692,CARBOPLATIN,MK-4827,A2780,9.0630675562,2
693,CARBOPLATIN,MK-5108,A2780,15.8064156649,8
694,CARBOPLATIN,MK-8669,A2780,18.6461321379,1
695,CARBOPLATIN,MK-8776,A2780,15.9757822504,9
696,CARBOPLATIN,PD325901,A2780,19.9679166315,8
697,CARBOPLATIN,SUNITINIB,A2780,3.118131813,0
698,CARBOPLATIN,ZOLINZA,A2780,13.2429249257,6
699,CYCLOPHOSPHAMIDE,ABT-888,A2780,10.5437183305,0
700,CYCLOPHOSPHAMIDE,AZD1775,A2780,2.6695707412000003,7
701,CYCLOPHOSPHAMIDE,BEZ-235,A2780,17.874891482,3
702,CYCLOPHOSPHAMIDE,DASATINIB,A2780,23.2582574239,6
703,CYCLOPHOSPHAMIDE,L778123,A2780,7.0473856191,0
704,CYCLOPHOSPHAMIDE,MK-2206,A2780,3.8639720445,2
705,CYCLOPHOSPHAMIDE,MK-4827,A2780,2.1615736202,7
706,CYCLOPHOSPHAMIDE,MK-8669,A2780,4.4052737869,2
707,CYCLOPHOSPHAMIDE,MK-8776,A2780,1.3825538015,1
708,CYCLOPHOSPHAMIDE,SORAFENIB,A2780,0.8326325189,4
709,CYCLOPHOSPHAMIDE,SUNITINIB,A2780,3.4549839610000004,2
710,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2780,9.2978156513,9
711,CYCLOPHOSPHAMIDE,ZOLINZA,A2780,5.435050508200001,9
712,DASATINIB,DINACICLIB,A2780,29.1960155025,2
713,DASATINIB,OXALIPLATIN,A2780,4.8604039781,2
714,DASATINIB,SORAFENIB,A2780,26.1821574384,8
715,DEXAMETHASONE,ABT-888,A2780,5.3274187132,9
716,DEXAMETHASONE,AZD1775,A2780,2.1655321786000004,5
717,DEXAMETHASONE,BEZ-235,A2780,25.348205525700003,9
718,DEXAMETHASONE,DASATINIB,A2780,19.8197660146,5
719,DEXAMETHASONE,L778123,A2780,5.3456808814,0
720,DEXAMETHASONE,LAPATINIB,A2780,0.3675227374,7
721,DEXAMETHASONE,MK-2206,A2780,0.2785647039,3
722,DEXAMETHASONE,MK-4827,A2780,4.6541425721,6
723,DEXAMETHASONE,MK-8669,A2780,1.4347937594,1
724,DEXAMETHASONE,PD325901,A2780,0.6560569364,0
725,DEXAMETHASONE,SUNITINIB,A2780,0.654091661,3
726,DEXAMETHASONE,ZOLINZA,A2780,5.6599348021,0
727,DINACICLIB,MK-8776,A2780,4.081953197200001,0
728,DOXORUBICIN,ABT-888,A2780,10.1058539662,8
729,DOXORUBICIN,AZD1775,A2780,6.1788263811,8
730,DOXORUBICIN,BEZ-235,A2780,7.740983695800001,1
731,DOXORUBICIN,ERLOTINIB,A2780,9.169322298,5
732,DOXORUBICIN,GELDANAMYCIN,A2780,2.6976574344,5
733,DOXORUBICIN,L778123,A2780,0.5067832205,5
734,DOXORUBICIN,LAPATINIB,A2780,9.1977863161,2
735,DOXORUBICIN,MK-2206,A2780,9.4245260885,6
736,DOXORUBICIN,MK-8669,A2780,12.429766698699998,3
737,DOXORUBICIN,MK-8776,A2780,8.1535570796,1
738,DOXORUBICIN,PD325901,A2780,18.3516099353,7
739,DOXORUBICIN,TEMOZOLOMIDE,A2780,2.134797223,6
740,DOXORUBICIN,ZOLINZA,A2780,1.0447966419,8
741,ERLOTINIB,ABT-888,A2780,7.6721183735,7
742,ERLOTINIB,DINACICLIB,A2780,2.4415465889,7
743,ERLOTINIB,MK-8776,A2780,29.2128126164,1
744,ERLOTINIB,PD325901,A2780,26.3912863892,3
745,ERLOTINIB,SORAFENIB,A2780,2.9782398159,2
746,ERLOTINIB,TOPOTECAN,A2780,24.9731968812,7
747,ETOPOSIDE,ABT-888,A2780,14.682676053699998,8
748,ETOPOSIDE,AZD1775,A2780,12.3771765477,9
749,ETOPOSIDE,BEZ-235,A2780,10.2023547702,0
750,ETOPOSIDE,DINACICLIB,A2780,1.7100047662,7
751,ETOPOSIDE,ERLOTINIB,A2780,19.6172069755,6
752,ETOPOSIDE,GELDANAMYCIN,A2780,14.7883329283,2
753,ETOPOSIDE,LAPATINIB,A2780,27.2908839852,9
754,ETOPOSIDE,MK-2206,A2780,25.0945586642,4
755,ETOPOSIDE,MK-4827,A2780,8.8820280866,1
756,ETOPOSIDE,MK-5108,A2780,10.1986437665,5
757,ETOPOSIDE,MK-8669,A2780,22.6539226509,5
758,ETOPOSIDE,MK-8776,A2780,21.345485081,4
759,ETOPOSIDE,SORAFENIB,A2780,3.8151089896,4
760,ETOPOSIDE,SUNITINIB,A2780,6.1509455764,5
761,ETOPOSIDE,TEMOZOLOMIDE,A2780,10.209440813,0
762,ETOPOSIDE,ZOLINZA,A2780,10.0148295462,6
763,GELDANAMYCIN,BEZ-235,A2780,14.8665878928,5
764,GELDANAMYCIN,MK-8776,A2780,9.2152735567,1
765,GELDANAMYCIN,SN-38,A2780,5.306231056100001,7
766,GEMCITABINE,AZD1775,A2780,8.2256317484,5
767,GEMCITABINE,DASATINIB,A2780,18.2289710611,4
768,GEMCITABINE,ERLOTINIB,A2780,1.3836583703999998,4
769,GEMCITABINE,LAPATINIB,A2780,2.1139801119,2
770,GEMCITABINE,MK-2206,A2780,9.6846977179,5
771,GEMCITABINE,MK-8669,A2780,7.477158069700001,4
772,GEMCITABINE,MK-8776,A2780,20.5876849804,3
773,GEMCITABINE,PD325901,A2780,10.6155303586,1
774,GEMCITABINE,TEMOZOLOMIDE,A2780,0.1101909583,3
775,L778123,ABT-888,A2780,10.3014301782,6
776,L778123,AZD1775,A2780,17.0960335754,9
777,L778123,BEZ-235,A2780,17.3161250912,0
778,L778123,DINACICLIB,A2780,3.7315040386,6
779,L778123,ERLOTINIB,A2780,15.5253492274,1
780,L778123,ETOPOSIDE,A2780,7.990963617799999,6
781,L778123,GELDANAMYCIN,A2780,16.5648008155,5
782,L778123,LAPATINIB,A2780,15.9325779378,5
783,L778123,MK-4827,A2780,7.2979046353,3
784,L778123,MK-5108,A2780,17.9761650697,8
785,L778123,MK-8776,A2780,20.9806466649,2
786,L778123,SN-38,A2780,7.5110452929,9
787,L778123,SORAFENIB,A2780,3.032832745,7
788,L778123,SUNITINIB,A2780,9.6143750717,0
789,L778123,TEMOZOLOMIDE,A2780,10.9268913546,4
790,L778123,TOPOTECAN,A2780,3.1658942339,3
791,L778123,VINORELBINE,A2780,2.4579787269,9
792,L778123,ZOLINZA,A2780,8.1402114565,9
793,LAPATINIB,ABT-888,A2780,10.6131484107,8
794,LAPATINIB,DINACICLIB,A2780,2.4540831526,0
795,LAPATINIB,MK-2206,A2780,24.290323553,0
796,LAPATINIB,MK-4827,A2780,14.4488038036,1
797,LAPATINIB,MK-5108,A2780,6.94771693,0
798,LAPATINIB,MK-8669,A2780,26.2128642643,6
799,LAPATINIB,MK-8776,A2780,12.3431242819,1
800,LAPATINIB,PD325901,A2780,26.5976499084,8
801,LAPATINIB,SORAFENIB,A2780,5.648965785800001,8
802,LAPATINIB,TOPOTECAN,A2780,10.491158925,1
803,METFORMIN,AZD1775,A2780,9.360688035,1
804,METFORMIN,BEZ-235,A2780,19.9166247838,8
805,METFORMIN,DASATINIB,A2780,26.0189597722,1
806,METFORMIN,ERLOTINIB,A2780,0.6979008306000001,4
807,METFORMIN,L778123,A2780,4.4586331939,3
808,METFORMIN,MK-2206,A2780,10.3143044915,1
809,METFORMIN,MK-4827,A2780,9.1100768991,2
810,METFORMIN,MK-5108,A2780,6.245750441499999,5
811,METFORMIN,MK-8669,A2780,7.903683746,5
812,METFORMIN,MK-8776,A2780,0.1876831692,9
813,METFORMIN,SORAFENIB,A2780,5.4001438375,8
814,METFORMIN,SUNITINIB,A2780,8.8809455126,9
815,METFORMIN,ZOLINZA,A2780,7.4376415196,9
816,METHOTREXATE,DASATINIB,A2780,5.8542870378,5
817,MITOMYCINE,ABT-888,A2780,4.1516719821,1
818,MITOMYCINE,AZD1775,A2780,9.5071522492,3
819,MITOMYCINE,BEZ-235,A2780,13.1014125019,7
820,MITOMYCINE,LAPATINIB,A2780,12.6388651028,1
821,MITOMYCINE,MK-2206,A2780,22.0010061778,0
822,MITOMYCINE,MK-4827,A2780,5.311652115299999,3
823,MITOMYCINE,MK-8669,A2780,20.4161491773,4
824,MITOMYCINE,MK-8776,A2780,18.5800079216,2
825,MITOMYCINE,PD325901,A2780,17.6354928861,1
826,MITOMYCINE,SUNITINIB,A2780,3.5154482694,4
827,MITOMYCINE,ZOLINZA,A2780,4.5175421552,0
828,MK-2206,BORTEZOMIB,A2780,21.5788397329,8
829,MK-2206,DINACICLIB,A2780,1.6856871822,5
830,MK-2206,MK-8776,A2780,24.7553891958,4
831,MK-2206,SN-38,A2780,17.4696451109,7
832,MK-2206,SORAFENIB,A2780,14.1942513655,3
833,MK-2206,TOPOTECAN,A2780,17.1741019429,6
834,MK-4541,5-FU,A2780,3.6166411344,4
835,MK-4541,ABT-888,A2780,10.3138431902,8
836,MK-4541,AZD1775,A2780,7.743637999500001,6
837,MK-4541,CARBOPLATIN,A2780,7.918227949199999,7
838,MK-4541,CYCLOPHOSPHAMIDE,A2780,3.9753870625,1
839,MK-4541,DINACICLIB,A2780,10.9306320502,1
840,MK-4541,DOXORUBICIN,A2780,6.6829968673,8
841,MK-4541,ETOPOSIDE,A2780,13.7811560843,6
842,MK-4541,GELDANAMYCIN,A2780,11.6378007551,6
843,MK-4541,GEMCITABINE,A2780,0.9148089524,2
844,MK-4541,L778123,A2780,15.703793556,5
845,MK-4541,LAPATINIB,A2780,15.1698386058,6
846,MK-4541,METFORMIN,A2780,0.5073839006,3
847,MK-4541,MITOMYCINE,A2780,3.7560954609,9
848,MK-4541,MK-2206,A2780,29.8635430224,8
849,MK-4541,MK-4827,A2780,16.2431029864,6
850,MK-4541,MK-8776,A2780,3.9041955451,3
851,MK-4541,MRK-003,A2780,10.1968868041,7
852,MK-4541,PD325901,A2780,22.1595125258,5
853,MK-4541,SN-38,A2780,10.7596187854,4
854,MK-4541,SORAFENIB,A2780,4.2502167381,4
855,MK-4541,SUNITINIB,A2780,3.8861148256,8
856,MK-4541,TOPOTECAN,A2780,10.785682255,1
857,MK-4541,ZOLINZA,A2780,15.936599139,5
858,MK-4827,BEZ-235,A2780,10.7132148885,9
859,MK-4827,DINACICLIB,A2780,5.8741739359,5
860,MK-4827,ERLOTINIB,A2780,4.9261752345,6
861,MK-4827,GELDANAMYCIN,A2780,6.859486960599999,6
862,MK-4827,MK-2206,A2780,29.6373575261,6
863,MK-4827,MK-8669,A2780,21.7845023474,7
864,MK-4827,MK-8776,A2780,21.6306946436,5
865,MK-4827,OXALIPLATIN,A2780,1.1420241683,7
866,MK-4827,SORAFENIB,A2780,2.6381610682,2
867,MK-4827,TOPOTECAN,A2780,8.0625879778,9
868,MK-5108,ABT-888,A2780,7.562243243099999,9
869,MK-5108,BEZ-235,A2780,18.9002512068,3
870,MK-5108,ERLOTINIB,A2780,9.658913392,2
871,MK-5108,GELDANAMYCIN,A2780,3.5530476266,9
872,MK-5108,MK-2206,A2780,22.8728817292,2
873,MK-5108,MK-4827,A2780,16.5176260481,8
874,MK-5108,MK-8776,A2780,11.1279142517,1
875,MK-5108,PD325901,A2780,24.7563364777,2
876,MK-5108,SN-38,A2780,4.4932002496,5
877,MK-5108,SORAFENIB,A2780,2.6013050432,4
878,MK-5108,TOPOTECAN,A2780,6.9238815806,4
879,MK-8669,GELDANAMYCIN,A2780,13.902901431099998,4
880,MK-8669,SN-38,A2780,14.8438960151,6
881,MK-8669,SORAFENIB,A2780,11.53972816,6
882,MK-8669,TOPOTECAN,A2780,14.2436583405,4
883,MRK-003,5-FU,A2780,5.5329731121000005,9
884,MRK-003,ABT-888,A2780,7.9997036769,4
885,MRK-003,AZD1775,A2780,6.6022279636,2
886,MRK-003,BEZ-235,A2780,24.6247986016,3
887,MRK-003,CARBOPLATIN,A2780,1.7062314541,0
888,MRK-003,CYCLOPHOSPHAMIDE,A2780,2.0161074113,0
889,MRK-003,DEXAMETHASONE,A2780,1.3160933158,0
890,MRK-003,DOXORUBICIN,A2780,5.7415132727,2
891,MRK-003,ERLOTINIB,A2780,9.2910222324,6
892,MRK-003,ETOPOSIDE,A2780,10.2089765152,7
893,MRK-003,GEMCITABINE,A2780,2.0657496507,1
894,MRK-003,L778123,A2780,9.8691449103,8
895,MRK-003,LAPATINIB,A2780,13.9862099858,1
896,MRK-003,METFORMIN,A2780,9.5817069628,9
897,MRK-003,MITOMYCINE,A2780,3.2575543826,3
898,MRK-003,MK-4827,A2780,12.6877236256,1
899,MRK-003,MK-5108,A2780,4.6677015862,9
900,MRK-003,MK-8669,A2780,25.5228282006,0
901,MRK-003,MK-8776,A2780,8.459922424,9
902,MRK-003,PACLITAXEL,A2780,15.5227837071,2
903,MRK-003,PD325901,A2780,15.5578007962,6
904,MRK-003,SN-38,A2780,14.573692286500002,2
905,MRK-003,SORAFENIB,A2780,5.055918012799999,9
906,MRK-003,SUNITINIB,A2780,3.8680631868,4
907,MRK-003,TEMOZOLOMIDE,A2780,8.659895335,9
908,MRK-003,TOPOTECAN,A2780,11.3520085538,0
